,Wijkcode,Wijknaam,Gemnr,Gemnaam,Wijk,Jaar,% 75+,Gem GGZ Kosten,% Kostenmakers GGZ,% mannen,% vrouwen,% Nederlanders,% Surinamers,% Turken,% Marokkanen,% Ned Ant en Arubanen,% Ned Indie en Indonesiers,% Polen,% Overige herkomst,Gem Leeftijd,% Jong,% Volwassen,% Oudere (65+),% Wanbetalers ZVW,% Gestorven binnen kalenderjaar
12,WK051805,Archipelbuurt,518,'s-Gravenhage,Wijk  05 Archipelbuurt,2029,0.07,-0.6133285714240628,0.04714285714285715,0.47285714285714286,0.5114285714285716,0.5199999999999996,0.03571428571428559,0.03142857142857114,-0.03000000000000025,0.01,0.04428571428571404,0.01,0.41142857142857103,44.95142857142858,0.18999999999999997,0.49285714285714377,0.3099999999999987,0.01,0.01
13,WK051805,Archipelbuurt,518,'s-Gravenhage,Wijk  05 Archipelbuurt,2030,0.07,-19.095185714286345,0.04678571428571432,0.47285714285714286,0.510357142857143,0.5160714285714283,0.03714285714285692,0.03321428571428564,-0.03214285714285747,0.01,0.04321428571428543,0.01,0.41714285714285637,45.04392857142858,0.18999999999999997,0.4850000000000012,0.3171428571428567,0.01,0.01
222,WK051802,Belgisch Park,518,'s-Gravenhage,Wijk  02 Belgisch Park,2016,0.08,199.1853,0.04,0.5,0.51,0.63,0.02,0.01,0.01,0.01,0.05,0.01,0.28,42.09,0.21,0.6,0.2,0.01,0.01
0,WK051802,Belgisch Park,518,'s-Gravenhage,Wijk  02 Belgisch Park,2017,0.08285714285714285,156.51888571428572,0.037142857142857366,0.5028571428571431,0.5014285714285718,0.6357142857142852,0.02,0.011428571428571344,0.01,0.01,0.049999999999999996,0.01,0.274285714285714,42.13,0.2142857142857144,0.5885714285714272,0.2071428571428573,0.014285714285714235,0.01
1,WK051802,Belgisch Park,518,'s-Gravenhage,Wijk  02 Belgisch Park,2018,0.08250000000000002,138.67383214286383,0.03642857142857148,0.5039285714285717,0.5007142857142859,0.6332142857142857,0.02,0.012142857142857233,0.01,0.01,0.049999999999999996,0.01,0.27749999999999986,42.18071428571428,0.21642857142857164,0.5835714285714282,0.21178571428571402,0.01464285714285718,0.01
2,WK051802,Belgisch Park,518,'s-Gravenhage,Wijk  02 Belgisch Park,2019,0.08214285714285718,120.82877857143467,0.03571428571428581,0.5050000000000003,0.5000000000000002,0.6307142857142853,0.02,0.0128571428571429,0.01,0.01,0.049999999999999996,0.01,0.2807142857142857,42.23142857142857,0.21857142857142886,0.5785714285714274,0.21642857142857075,0.015000000000000013,0.01
3,WK051802,Belgisch Park,518,'s-Gravenhage,Wijk  02 Belgisch Park,2020,0.08178571428571435,102.9837250000055,0.03500000000000014,0.506071428571429,0.49928571428571455,0.6282142857142858,0.02,0.013571428571428568,0.01,0.01,0.049999999999999996,0.01,0.28392857142857153,42.282142857142865,0.22071428571428608,0.5735714285714284,0.22107142857142748,0.015357142857142847,0.01
4,WK051802,Belgisch Park,518,'s-Gravenhage,Wijk  02 Belgisch Park,2021,0.08142857142857152,85.13867142857634,0.034285714285714475,0.5071428571428571,0.4985714285714289,0.6257142857142854,0.02,0.014285714285714235,0.01,0.01,0.049999999999999996,0.01,0.28714285714285737,42.332857142857144,0.2228571428571433,0.5685714285714276,0.22571428571428598,0.01571428571428568,0.01
5,WK051802,Belgisch Park,518,'s-Gravenhage,Wijk  02 Belgisch Park,2022,0.08107142857142857,67.29361785714718,0.03357142857142881,0.5082142857142857,0.4978571428571432,0.6232142857142859,0.02,0.015000000000000124,0.01,0.01,0.049999999999999996,0.01,0.2903571428571423,42.383571428571436,0.22500000000000053,0.5635714285714286,0.2303571428571427,0.016071428571428625,0.01
6,WK051802,Belgisch Park,518,'s-Gravenhage,Wijk  02 Belgisch Park,2023,0.08071428571428574,49.44856428571802,0.03285714285714292,0.5092857142857143,0.49714285714285733,0.6207142857142856,0.02,0.01571428571428579,0.01,0.01,0.049999999999999996,0.01,0.29357142857142815,42.434285714285714,0.22714285714285687,0.5585714285714278,0.23499999999999943,0.01642857142857146,0.01
7,WK051802,Belgisch Park,518,'s-Gravenhage,Wijk  02 Belgisch Park,2024,0.0803571428571429,31.60351071428886,0.03214285714285725,0.510357142857143,0.49642857142857166,0.6182142857142852,0.02,0.01642857142857146,0.01,0.01,0.049999999999999996,0.01,0.296785714285714,42.48500000000001,0.2292857142857141,0.553571428571427,0.23964285714285616,0.016785714285714293,0.01
8,WK051802,Belgisch Park,518,'s-Gravenhage,Wijk  02 Belgisch Park,2025,0.08000000000000007,13.758457142859697,0.03142857142857158,0.5114285714285716,0.495714285714286,0.6157142857142857,0.02,0.017142857142857126,0.01,0.01,0.049999999999999996,0.01,0.2999999999999998,42.535714285714285,0.23142857142857132,0.548571428571428,0.24428571428571466,0.017142857142857126,0.01
9,WK051802,Belgisch Park,518,'s-Gravenhage,Wijk  02 Belgisch Park,2026,0.07964285714285724,-4.0865964285694645,0.030714285714285916,0.5125000000000002,0.49500000000000033,0.6132142857142853,0.02,0.017857142857142794,0.01,0.01,0.049999999999999996,0.01,0.30321428571428566,42.58642857142858,0.23357142857142854,0.5435714285714273,0.2489285714285714,0.01749999999999996,0.01
10,WK051802,Belgisch Park,518,'s-Gravenhage,Wijk  02 Belgisch Park,2027,0.07928571428571429,-21.931649999998626,0.030000000000000027,0.5135714285714288,0.49428571428571444,0.6107142857142858,0.02,0.018571428571428683,0.01,0.01,0.049999999999999996,0.01,0.3064285714285715,42.637142857142855,0.23571428571428577,0.5385714285714283,0.2535714285714281,0.017857142857142905,0.01
11,WK051802,Belgisch Park,518,'s-Gravenhage,Wijk  02 Belgisch Park,2028,0.07892857142857146,-39.77670357142779,0.02928571428571436,0.5146428571428574,0.49357142857142877,0.6082142857142854,0.02,0.01928571428571435,0.01,0.01,0.049999999999999996,0.01,0.30964285714285733,42.68785714285715,0.237857142857143,0.5335714285714275,0.25821428571428484,0.01821428571428574,0.01
