WKC,GMN,Wijknaam,YEAR,Total_Population,%_Gender_Vrouwen,%_0to20,%_21to40,%_41to60,%_61to80,%_Above80,%_MajorEthnicity_Native Dutch,%_MajorEthnicity_Western,%_MajorEthnicity_Non-Western,%_MinorEthnicity_Marokko,%_MinorEthnicity_Suriname,%_MinorEthnicity_Turkije,%_MinorEthnicity_Voormalige Nederlandse Antillen en Aruba,%_Multiperson_Household,%_HouseholdType_Institutional,%_Employee,%_Unemployment_benefit_user,%_Welfare_benefit_user,%_Other_social_benefit_user,%_Sickness_benefit_user,%_Pension_benefit_user,%_Moving_count_above_1,%_Lifeevents_count_above_2,%_Low_Income,%_Debt,%_Wanbet,%_WMO_user,%_WLZ_user,%_ZVWKHUISARTS_user,%_ZVWKFARMACIE_user,%_ZVWKZIEKENHUIS_user,%_ZVWKOSTENPSYCHO_user,%_HVZ_Medication_user,%_UniqueMed_Count_>5,%_DIAB_Medication_user,%_BLOEDDRUKV_Medication_user,%_CHOL_Medication_user,%_Hypertensie_patients,%_COPD_patients,%_Diabetes_I_patients,%_Diabetes_II_patients,%_Chronic_Hartfalen_patients,%_Morbus_Parkinson_patients,%_Heupfractuur_patients,%_BMIUP45_patients
WK051815,'s-Gravenhage, Wijk 15 Kijkduin en Ockenburgh,2015,2140,0.5070093457943925,0.18457943925233644,0.1261682242990654,0.2967289719626168,0.32242990654205606,0.06775700934579439,0.7453271028037384,0.17757009345794392,0.07476635514018691,0.0,0.018691588785046728,0.007009345794392523,0.0,0.7897196261682243,0.04205607476635514,0.23598130841121495,0.011682242990654205,0.007009345794392523,0.04906542056074766,0.011682242990654205,0.31542056074766356,0.007009345794392523,0.08177570093457943,0.028037383177570093,0.4766355140186916,0.0,0.06542056074766354,0.056074766355140186,0.9158878504672897,0.6612149532710281,0.5981308411214953,0.030373831775700934,0.2850467289719626,0.20327102803738317,0.037383177570093455,0.24299065420560748,0.14953271028037382,0.018691588785046728,0.016355140186915886,0.009345794392523364,0.007009345794392523,0.030373831775700934,0.009345794392523364,0.004672897196261682,0.0
WK051815,'s-Gravenhage, Wijk 15 Kijkduin en Ockenburgh,2016,2145,0.5151515151515151,0.17715617715617715,0.12354312354312354,0.29603729603729606,0.331002331002331,0.06993006993006994,0.7365967365967366,0.19114219114219114,0.07459207459207459,0.0,0.016317016317016316,0.0,0.006993006993006993,0.7925407925407926,0.0,0.23776223776223776,0.009324009324009324,0.009324009324009324,0.039627039627039624,0.013986013986013986,0.32400932400932403,0.006993006993006993,0.06993006993006994,0.03263403263403263,0.47086247086247085,0.0,0.06526806526806526,0.04895104895104895,0.9090909090909091,0.6643356643356644,0.6060606060606061,0.037296037296037296,0.29603729603729606,0.20512820512820512,0.037296037296037296,0.24242424242424243,0.1561771561771562,0.018648018648018648,0.013986013986013986,0.006993006993006993,0.009324009324009324,0.03263403263403263,0.006993006993006993,0.0,0.0
WK051815,'s-Gravenhage, Wijk 15 Kijkduin en Ockenburgh,2017,2265,0.5033112582781457,0.19205298013245034,0.1434878587196468,0.2693156732891832,0.31788079470198677,0.0706401766004415,0.7306843267108167,0.18763796909492272,0.07947019867549669,0.0,0.019867549668874173,0.004415011037527594,0.008830022075055188,0.7814569536423841,0.006622516556291391,0.22958057395143489,0.008830022075055188,0.006622516556291391,0.04856512141280353,0.01545253863134658,0.31346578366445915,0.011037527593818985,0.10596026490066225,0.024282560706401765,0.44370860927152317,0.0,0.0684326710816777,0.05739514348785872,0.9028697571743929,0.6666666666666666,0.6291390728476821,0.03532008830022075,0.2847682119205298,0.1986754966887417,0.03532008830022075,0.23178807947019867,0.15011037527593818,0.017660044150110375,0.011037527593818985,0.006622516556291391,0.006622516556291391,0.02869757174392936,0.006622516556291391,0.0,0.0
WK051815,'s-Gravenhage, Wijk 15 Kijkduin en Ockenburgh,2018,2330,0.4957081545064378,0.20815450643776823,0.14163090128755365,0.26394849785407726,0.3133047210300429,0.07081545064377683,0.7124463519313304,0.19098712446351931,0.0944206008583691,0.008583690987124463,0.019313304721030045,0.006437768240343348,0.012875536480686695,0.7660944206008584,0.012875536480686695,0.23819742489270387,0.006437768240343348,0.006437768240343348,0.04721030042918455,0.015021459227467811,0.30042918454935624,0.012875536480686695,0.10300429184549356,0.02575107296137339,0.4206008583690987,0.0,0.06866952789699571,0.05793991416309013,0.8884120171673819,0.6502145922746781,0.6201716738197425,0.032188841201716736,0.27682403433476394,0.19742489270386265,0.034334763948497854,0.21888412017167383,0.14377682403433475,0.015021459227467811,0.012875536480686695,0.006437768240343348,0.006437768240343348,0.02575107296137339,0.006437768240343348,0.0,0.0
WK051815,'s-Gravenhage, Wijk 15 Kijkduin en Ockenburgh,2019,2320,0.5,0.2025862068965517,0.1271551724137931,0.2650862068965517,0.3254310344827586,0.07543103448275862,0.709051724137931,0.1896551724137931,0.10129310344827586,0.008620689655172414,0.01939655172413793,0.00646551724137931,0.008620689655172414,0.7866379310344828,0.008620689655172414,0.2435344827586207,0.00646551724137931,0.004310344827586207,0.04525862068965517,0.015086206896551725,0.3081896551724138,0.00646551724137931,0.08620689655172414,0.03017241379310345,0.4267241379310345,0.0,0.07112068965517242,0.0625,0.8836206896551724,0.6379310344827587,0.6099137931034483,0.023706896551724137,0.29094827586206895,0.1939655172413793,0.034482758620689655,0.23922413793103448,0.14439655172413793,0.015086206896551725,0.01293103448275862,0.00646551724137931,0.00646551724137931,0.023706896551724137,0.004310344827586207,0.0,0.0
WK051815,'s-Gravenhage, Wijk 15 Kijkduin en Ockenburgh,2020,2445,0.5132924335378323,0.18609406952965235,0.1329243353783231,0.25766871165644173,0.3476482617586912,0.0736196319018405,0.7014314928425358,0.1901840490797546,0.1083844580777096,0.0081799591002045,0.016359918200409,0.0081799591002045,0.0081799591002045,0.7607361963190185,0.0,0.24130879345603273,0.00408997955010225,0.006134969325153374,0.04703476482617587,0.014314928425357873,0.3169734151329243,0.012269938650306749,0.0,0.024539877300613498,0.4049079754601227,0.0,0.06952965235173825,0.05725971370143149,0.8711656441717791,0.621676891615542,0.5644171779141104,0.022494887525562373,0.28629856850715746,0.18813905930470348,0.034764826175869123,0.23721881390593047,0.147239263803681,0.016359918200409,0.012269938650306749,0.00408997955010225,0.00408997955010225,0.02044989775051125,0.0,0.0,0.0
WK051816,'s-Gravenhage, Wijk 16 Kraayenstein en de Uithof,2011,4495,0.4771968854282536,0.1657397107897664,0.2324805339265851,0.3348164627363737,0.2135706340378198,0.04560622914349277,0.7675194660734149,0.12791991101223582,0.10456062291434928,0.011123470522803115,0.035595105672969966,0.010011123470522803,0.013348164627363738,0.7330367074527252,0.05228031145717464,0.3426028921023359,0.008898776418242492,0.042269187986651836,0.03114571746384872,0.04560622914349277,0.20912124582869857,0.012235817575083427,0.13014460511679643,0.048943270300333706,0.5083426028921023,0.021134593993325918,0.0,0.0,0.917686318131257,0.7018909899888766,0.6162402669632926,0.08231368186874305,0.26028921023359286,0.20689655172413793,0.048943270300333706,0.22024471635150167,0.12458286985539488,0.017797552836484983,0.026696329254727477,0.013348164627363738,0.011123470522803115,0.027808676307007785,0.0033370411568409346,0.004449388209121246,0.002224694104560623
WK051816,'s-Gravenhage, Wijk 16 Kraayenstein en de Uithof,2012,4530,0.48013245033112584,0.17439293598233996,0.2185430463576159,0.3333333333333333,0.2229580573951435,0.04415011037527594,0.7660044150110376,0.1368653421633554,0.09713024282560706,0.00772626931567329,0.03532008830022075,0.006622516556291391,0.012141280353200883,0.7373068432671082,0.06070640176600441,0.336644591611479,0.012141280353200883,0.03642384105960265,0.03200883002207505,0.039735099337748346,0.2119205298013245,0.011037527593818985,0.10154525386313466,0.05077262693156733,0.5187637969094923,0.02207505518763797,0.0,0.0,0.9249448123620309,0.6909492273730684,0.5993377483443708,0.06512141280353201,0.26490066225165565,0.19757174392935983,0.04746136865342163,0.2229580573951435,0.1291390728476821,0.017660044150110375,0.024282560706401765,0.012141280353200883,0.012141280353200883,0.02759381898454746,0.002207505518763797,0.004415011037527594,0.0033112582781456954
WK051816,'s-Gravenhage, Wijk 16 Kraayenstein en de Uithof,2013,4630,0.48272138228941686,0.17386609071274298,0.2203023758099352,0.32721382289416845,0.2267818574514039,0.04319654427645788,0.765658747300216,0.132829373650108,0.10259179265658748,0.009719222462203024,0.03347732181425486,0.0064794816414686825,0.01079913606911447,0.7375809935205183,0.05399568034557235,0.33153347732181426,0.016198704103671708,0.03779697624190065,0.029157667386609073,0.04319654427645788,0.20734341252699784,0.014038876889848811,0.10691144708423327,0.06047516198704104,0.521598272138229,0.023758099352051837,0.0,0.0,0.9244060475161987,0.6814254859611231,0.58207343412527,0.06371490280777538,0.2591792656587473,0.19330453563714903,0.05075593952483801,0.21706263498920086,0.1285097192224622,0.017278617710583154,0.023758099352051837,0.01079913606911447,0.01079913606911447,0.026997840172786176,0.0032397408207343412,0.0032397408207343412,0.0021598272138228943
WK051816,'s-Gravenhage, Wijk 16 Kraayenstein en de Uithof,2014,4665,0.4844587352625938,0.18006430868167203,0.2240085744908896,0.3204715969989282,0.22722400857449088,0.03965702036441586,0.7577706323687031,0.1339764201500536,0.1082529474812433,0.00964630225080386,0.03536977491961415,0.007502679528403001,0.00964630225080386,0.7416934619506966,0.04072883172561629,0.3279742765273312,0.015005359056806002,0.03858520900321544,0.027867095391211148,0.03965702036441586,0.20471596998928188,0.011789924973204717,0.10932475884244373,0.04930332261521972,0.5251875669882101,0.031082529474812434,0.0,0.0,0.9346195069667739,0.6816720257234726,0.5980707395498392,0.07717041800643087,0.2572347266881029,0.1907824222936763,0.04930332261521972,0.21007502679528403,0.12754555198285103,0.01714898177920686,0.022508038585209004,0.010718113612004287,0.010718113612004287,0.02572347266881029,0.003215434083601286,0.003215434083601286,0.003215434083601286
WK051816,'s-Gravenhage, Wijk 16 Kraayenstein en de Uithof,2015,4675,0.4823529411764706,0.17219251336898395,0.2160427807486631,0.32727272727272727,0.23529411764705882,0.040641711229946524,0.7411764705882353,0.13689839572192514,0.12085561497326203,0.0106951871657754,0.040641711229946524,0.008556149732620321,0.011764705882352941,0.7390374331550802,0.047058823529411764,0.32727272727272727,0.012834224598930482,0.03529411764705882,0.033155080213903745,0.03636363636363636,0.2106951871657754,0.016042780748663103,0.11229946524064172,0.04171122994652406,0.506951871657754,0.0213903743315508,0.06631016042780749,0.058823529411764705,0.9229946524064171,0.6598930481283423,0.5871657754010695,0.057754010695187166,0.253475935828877,0.18609625668449198,0.05026737967914439,0.20320855614973263,0.13262032085561498,0.017112299465240642,0.022459893048128343,0.0106951871657754,0.0106951871657754,0.025668449197860963,0.0032085561497326204,0.0032085561497326204,0.0032085561497326204
WK051816,'s-Gravenhage, Wijk 16 Kraayenstein en de Uithof,2016,4795,0.4859228362877998,0.18665276329509906,0.2116788321167883,0.31908237747653806,0.23566214807090718,0.03962460896767466,0.7257559958289885,0.14181438998957246,0.13138686131386862,0.011470281543274244,0.03753910323253389,0.010427528675703858,0.01251303441084463,0.7455683003128258,0.03128258602711158,0.32638164754953075,0.010427528675703858,0.035453597497393116,0.03023983315954119,0.03336809176225235,0.20750782064650677,0.018769551616266946,0.14077163712200208,0.0364963503649635,0.48279457768508866,0.01564129301355579,0.06465067778936393,0.04483837330552659,0.9249217935349322,0.670490093847758,0.6006256517205423,0.05735140771637122,0.2523461939520334,0.18039624608967675,0.04692387904066736,0.20125130344108447,0.1261730969760167,0.017726798748696558,0.020855057351407715,0.009384775808133473,0.009384775808133473,0.022940563086548488,0.0020855057351407717,0.0031282586027111575,0.0031282586027111575
WK051816,'s-Gravenhage, Wijk 16 Kraayenstein en de Uithof,2017,4910,0.4959266802443992,0.18635437881873726,0.20977596741344195,0.3095723014256619,0.23828920570264767,0.04073319755600815,0.7189409368635438,0.15478615071283094,0.12729124236252545,0.012219959266802444,0.03767820773930754,0.01120162932790224,0.012219959266802444,0.7494908350305499,0.028513238289205704,0.3228105906313646,0.01120162932790224,0.03054989816700611,0.023421588594704685,0.035641547861507125,0.20773930753564154,0.01120162932790224,0.10896130346232179,0.03665987780040733,0.4745417515274949,0.017311608961303463,0.05804480651731161,0.038696537678207736,0.9256619144602851,0.659877800407332,0.6059063136456212,0.05295315682281059,0.2525458248472505,0.18126272912423624,0.045824847250509164,0.20366598778004075,0.12525458248472504,0.016293279022403257,0.018329938900203666,0.009164969450101833,0.009164969450101833,0.02240325865580448,0.002036659877800407,0.003054989816700611,0.003054989816700611
WK051816,'s-Gravenhage, Wijk 16 Kraayenstein en de Uithof,2018,5265,0.49002849002849,0.19658119658119658,0.22032288698955366,0.30389363722697055,0.2288698955365622,0.0389363722697056,0.7027540360873694,0.16144349477682812,0.13580246913580246,0.011396011396011397,0.037037037037037035,0.012345679012345678,0.012345679012345678,0.7692307692307693,0.029439696106362774,0.32573599240265905,0.008547008547008548,0.032288698955365625,0.026590693257359924,0.03608736942070275,0.19753086419753085,0.010446343779677113,0.0949667616334283,0.03798670465337132,0.45014245014245013,0.015194681861348529,0.057929724596391265,0.045584045584045586,0.9183285849952516,0.6467236467236467,0.5897435897435898,0.05413105413105413,0.24121557454890788,0.17473884140550808,0.04083570750237417,0.19468186134852802,0.11965811965811966,0.016144349477682812,0.017094017094017096,0.008547008547008548,0.00949667616334283,0.019943019943019943,0.001899335232668566,0.002849002849002849,0.003798670465337132
WK051816,'s-Gravenhage, Wijk 16 Kraayenstein en de Uithof,2019,5755,0.48392701998262383,0.20677671589921806,0.21980886185925283,0.3040834057341442,0.21807124239791487,0.03735881841876629,0.6976542137271937,0.15986099044309296,0.1416159860990443,0.009556907037358819,0.038227628149435276,0.013900955690703735,0.01216333622936577,0.7741094700260643,0.02780191138140747,0.34057341442224154,0.008688097306689836,0.026064291920069503,0.02432667245873154,0.03214596003475239,0.18505647263249347,0.01216333622936577,0.10078192875760209,0.03388357949609035,0.43527367506516074,0.013032145960034752,0.05560382276281494,0.04083405734144222,0.9218071242397915,0.6472632493483927,0.5881841876629018,0.059079061685490875,0.23457862728062553,0.1746307558644657,0.03996524761077324,0.18853171155516943,0.11728931364031277,0.015638575152041704,0.015638575152041704,0.007819287576020852,0.008688097306689836,0.01737619461337967,0.0026064291920069507,0.0017376194613379669,0.004344048653344918
WK051816,'s-Gravenhage, Wijk 16 Kraayenstein en de Uithof,2020,6265,0.48443735035913804,0.22905027932960895,0.22186751795690343,0.2936951316839585,0.20909816440542697,0.035115722266560255,0.6863527533918595,0.1636073423782921,0.15083798882681565,0.0111731843575419,0.03910614525139665,0.01596169193934557,0.011971268954509178,0.770949720670391,0.00558659217877095,0.34477254588986433,0.007182761372705506,0.02713487629688747,0.025538707102952914,0.030327214684756583,0.1707901037509976,0.011971268954509178,0.0023942537909018356,0.027932960893854747,0.41500399042298486,0.012769353551476457,0.05905826017557861,0.03671189146049481,0.9058260175578612,0.6041500399042299,0.5131683958499601,0.05027932960893855,0.21787709497206703,0.1524341580207502,0.03750997605746209,0.174780526735834,0.10454908220271349,0.014365522745411013,0.011971268954509178,0.007182761372705506,0.007182761372705506,0.014365522745411013,0.0015961691939345571,0.0,0.0031923383878691143
WK051817,'s-Gravenhage, Wijk 17 Loosduinen,2011,17275,0.5192474674384949,0.1939218523878437,0.20347322720694647,0.3215629522431259,0.20752532561505066,0.06483357452966715,0.7328509406657019,0.10969609261939219,0.15745296671490594,0.02170767004341534,0.053835021707670044,0.025180897250361794,0.010130246020260492,0.7947901591895803,0.02199710564399421,0.3835021707670043,0.009551374819102749,0.023444283646888567,0.010998552821997106,0.03704775687409551,0.22836468885672936,0.005209840810419681,0.07322720694645442,0.047178002894356,0.5143270622286541,0.018523878437047756,0.0,0.0,0.968451519536903,0.7589001447178003,0.6448625180897251,0.06396526772793054,0.3065123010130246,0.24804630969609262,0.06136034732272069,0.26309696092619395,0.15050651230101303,0.0170767004341534,0.023154848046309694,0.011287988422575976,0.013314037626628075,0.027206946454413895,0.004920405209840811,0.005499276410998553,0.005499276410998553
WK051817,'s-Gravenhage, Wijk 17 Loosduinen,2012,17250,0.5182608695652174,0.19246376811594204,0.20318840579710146,0.3191304347826087,0.21420289855072464,0.06434782608695652,0.7234782608695652,0.11217391304347826,0.16434782608695653,0.02434782608695652,0.05536231884057971,0.025797101449275363,0.011594202898550725,0.792463768115942,0.022318840579710144,0.37768115942028985,0.012753623188405797,0.02463768115942029,0.011884057971014493,0.03797101449275362,0.2281159420289855,0.006666666666666667,0.0782608695652174,0.059420289855072465,0.5191304347826087,0.01884057971014493,0.0,0.0,0.9704347826086956,0.7489855072463768,0.6284057971014493,0.05246376811594203,0.30492753623188407,0.23594202898550726,0.06173913043478261,0.2591304347826087,0.15681159420289856,0.017101449275362317,0.023478260869565216,0.011594202898550725,0.013043478260869565,0.026956521739130435,0.004927536231884058,0.0055072463768115944,0.005797101449275362
WK051817,'s-Gravenhage, Wijk 17 Loosduinen,2013,17110,0.5184102863822326,0.18702513150204558,0.20397428404441847,0.31502045587375804,0.22033898305084745,0.06604324956165984,0.7168322618351841,0.11367621274108708,0.1694915254237288,0.025131502045587374,0.05669199298655757,0.027761542957334892,0.010520163646990065,0.7887200467562828,0.020748100526008183,0.369666861484512,0.01694915254237288,0.024547048509643482,0.012565751022793687,0.037405026300409115,0.23173582700175335,0.0067212156633547635,0.07919345412039742,0.0657510227936879,0.5233781414377557,0.018994739918176504,0.0,0.0,0.9690239625949737,0.7475160724722385,0.6133839859731152,0.04763296317942724,0.3085914669783752,0.23085914669783753,0.06341320864991233,0.26066627703097606,0.16218585622443016,0.017533606078316773,0.023670368205727644,0.011396843950905903,0.013150204558737581,0.026884862653419054,0.004675628287551139,0.0058445353594389245,0.005552308591466978
